Route_ID,Start_Station,End_Station,Hour,Weekday,Distance_km,Travel_Time_mins,Peak_Hour,Passenger_Demand,Speed_kmph,Congestion_Level
Green_R2,Al Batha,Qasr Al Hokm,20,Monday,19.94,20.5,No,261,58.5,Low
Blue_R3,Qasr Al Hokm,King Abdullah Financial District,13,Sunday,13.47,18.1,No,586,44.6,Medium
Blue_R3,Al Murabba,Salah Al Din,15,Tuesday,12.66,20.3,No,226,37.5,Low
Green_R2,King Khalid International Airport,King Fahad Road,10,Saturday,21.68,59.1,No,50,22,Low
Blue_R3,Al Suwaidi,Olaya Street,9,Sunday,10.32,10.4,Yes,916,59.8,High
Blue_R3,Al Hayer,Prince Mohammed Bin Abdulaziz Street,23,Saturday,4.56,6.3,No,467,43.6,Medium
Yellow_R4,Al Murabba,King Khalid International Airport,3,Monday,19.94,26.1,No,428,45.8,Low
Red_R1,Imam Muhammad Bin Saud University,Al Aziziyah,20,Wednesday,4.69,8.1,No,524,34.9,Medium
Blue_R3,Al Batha,Al Suwaidi,11,Monday,17,25.3,No,520,40.3,Medium
Blue_R3,King Fahad Road,Salah Al Din,5,Sunday,5.45,9.8,No,462,33.2,Low
Yellow_R4,Salah Al Din,Al Suwaidi,8,Saturday,5.69,7.1,Yes,498,48.1,Medium
Blue_R3,Salah Al Din,Al Yarmouk,2,Saturday,17.92,28,No,339,38.4,Low
Red_R1,King Abdullah Financial District,Al Hayer,22,Thursday,9.36,11.7,No,280,48,Low
Yellow_R4,Al Suwaidi,Olaya Street,17,Thursday,4.62,5.2,Yes,496,53.2,Medium
Red_R1,Al Murabba,King Khalid International Airport,14,Monday,18.54,23.8,No,486,46.7,Medium
Red_R1,Al Aziziyah,Salah Al Din,13,Monday,19.21,41.8,No,330,27.6,Low
Blue_R3,Olaya Street,Prince Mohammed Bin Abdulaziz Street,21,Thursday,10.42,12.1,No,309,51.7,Low
Blue_R3,Al Murabba,Al Yarmouk,16,Saturday,18.97,20,Yes,439,57,Medium
Green_R2,Al Hayer,King Abdullah Financial District,16,Thursday,9.68,13.9,Yes,744,41.9,Medium
Blue_R3,Al Batha,Al Aziziyah,13,Thursday,4.36,5.7,No,564,45.7,Medium
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Malaz,8,Saturday,21.18,47.4,Yes,383,26.8,Low
Red_R1,Imam Muhammad Bin Saud University,Al Yarmouk,3,Saturday,23.41,34.1,No,172,41.2,Low
Red_R1,Qasr Al Hokm,Olaya Street,2,Monday,19.81,26.9,No,647,44.2,Low
Blue_R3,King Fahad Road,Olaya Street,21,Friday,13.37,14.2,No,207,56.5,Low
Blue_R3,King Abdullah Financial District,Al Aziziyah,23,Monday,15.99,21.3,No,315,45,Low
Green_R2,Al Aziziyah,Qasr Al Hokm,3,Friday,12.1,18.4,No,368,39.5,Low
Yellow_R4,Qasr Al Hokm,Imam Muhammad Bin Saud University,19,Friday,24.44,29.9,No,356,49.1,Low
Yellow_R4,Qasr Al Hokm,Al Yarmouk,7,Wednesday,23.05,43,Yes,731,32.2,Medium
Green_R2,King Abdullah Financial District,Al Suwaidi,23,Friday,8.78,12.5,No,548,42,Medium
Yellow_R4,Qasr Al Hokm,King Abdullah Financial District,6,Monday,16.43,25.1,No,456,39.2,Medium
Red_R1,Al Hayer,Olaya Street,3,Thursday,21.56,24.8,No,455,52.1,Low
Yellow_R4,Al Murabba,Al Yarmouk,18,Thursday,13.23,22.5,Yes,594,35.3,Medium
Red_R1,King Abdullah Financial District,King Khalid International Airport,8,Sunday,7.67,11.4,Yes,792,40.3,Medium
Red_R1,Olaya Street,Imam Muhammad Bin Saud University,15,Saturday,5.26,6.6,No,217,47.7,Low
Red_R1,Olaya Street,King Abdullah Financial District,22,Wednesday,24,28.2,No,274,51.1,Low
Red_R1,Al Batha,Al Yarmouk,14,Saturday,20.1,26.9,No,472,44.9,Medium
Yellow_R4,Qasr Al Hokm,Al Aziziyah,23,Sunday,15.77,16.2,No,494,58.4,Medium
Yellow_R4,Al Yarmouk,King Khalid International Airport,11,Friday,6.41,6.7,No,504,57.7,Medium
Red_R1,Al Hayer,Al Murabba,8,Sunday,4.82,7,Yes,237,41.6,Low
Blue_R3,Al Aziziyah,Salah Al Din,14,Saturday,16.06,16.1,No,574,59.9,Medium
Blue_R3,Al Aziziyah,Imam Muhammad Bin Saud University,0,Friday,6.98,10.4,No,377,40.2,Low
Red_R1,King Abdullah Financial District,King Fahad Road,14,Tuesday,24.22,25.1,No,552,57.9,Medium
Green_R2,Imam Muhammad Bin Saud University,Al Batha,5,Friday,6.06,7.4,No,494,48.9,Low
Red_R1,Qasr Al Hokm,Al Murabba,5,Thursday,16.22,41.1,No,295,23.7,Low
Yellow_R4,Al Murabba,Al Suwaidi,0,Wednesday,12.76,22.3,No,465,34.3,Low
Green_R2,Al Suwaidi,Al Malaz,19,Saturday,14.66,18.2,No,425,48.3,Medium
Red_R1,Al Hayer,Olaya Street,14,Sunday,12.68,21.2,No,697,35.9,Medium
Yellow_R4,King Abdullah Financial District,Al Malaz,0,Thursday,21.82,39.4,No,531,33.2,Low
Red_R1,Al Suwaidi,Al Batha,15,Saturday,10.27,11.4,No,270,53.9,Low
Green_R2,King Khalid International Airport,King Fahad Road,21,Thursday,9.54,11.9,No,381,48.1,Low
Yellow_R4,King Fahad Road,Al Murabba,15,Saturday,9.89,11.3,No,326,52.7,Low
Red_R1,Al Murabba,Olaya Street,15,Tuesday,24.24,37.9,No,481,38.4,Medium
Green_R2,Qasr Al Hokm,Al Murabba,13,Thursday,24.25,27.8,No,533,52.4,Medium
Red_R1,Al Yarmouk,Qasr Al Hokm,5,Saturday,3.78,4.7,No,347,48.5,Low
Blue_R3,Al Murabba,Qasr Al Hokm,21,Friday,7.78,8.2,No,403,56.9,Medium
Blue_R3,Al Suwaidi,Imam Muhammad Bin Saud University,14,Saturday,23.3,26.9,No,402,52,Medium
Red_R1,Qasr Al Hokm,Olaya Street,20,Tuesday,21.49,23.7,No,172,54.5,Low
Blue_R3,Olaya Street,Al Aziziyah,4,Monday,16.17,17,No,550,57.1,Low
Yellow_R4,King Khalid International Airport,Olaya Street,3,Wednesday,12.44,24,No,400,31.1,Low
Red_R1,Al Suwaidi,Prince Mohammed Bin Abdulaziz Street,19,Friday,23.08,39,No,89,35.5,Low
Yellow_R4,Al Murabba,Imam Muhammad Bin Saud University,14,Tuesday,17.25,17.3,No,406,59.8,Medium
Yellow_R4,Salah Al Din,Al Malaz,0,Wednesday,2.59,2.8,No,477,56,Low
Yellow_R4,Salah Al Din,Al Hayer,11,Sunday,3.16,4.5,No,300,42.1,Low
Yellow_R4,Al Batha,Al Suwaidi,3,Monday,8.78,20.8,No,293,25.3,Low
Blue_R3,Al Hayer,Al Suwaidi,4,Sunday,7.14,13.8,No,502,31,Low
Blue_R3,Qasr Al Hokm,Al Suwaidi,3,Saturday,15.5,20,No,120,46.4,Low
Yellow_R4,Al Yarmouk,King Fahad Road,4,Wednesday,22.34,26,No,285,51.5,Low
Red_R1,Qasr Al Hokm,Al Murabba,0,Monday,16.4,29.4,No,523,33.5,Low
Green_R2,Imam Muhammad Bin Saud University,Qasr Al Hokm,20,Thursday,15.68,18.3,No,472,51.4,Medium
Blue_R3,Al Yarmouk,Al Suwaidi,5,Tuesday,19.23,26.9,No,565,42.9,Low
Green_R2,Al Hayer,Al Suwaidi,22,Sunday,6.76,7.9,No,273,51.2,Low
Green_R2,Al Batha,King Khalid International Airport,9,Thursday,20.5,23.3,Yes,392,52.9,Low
Blue_R3,Al Murabba,King Abdullah Financial District,7,Sunday,4.29,5.2,Yes,581,49.7,Medium
Red_R1,King Fahad Road,King Abdullah Financial District,23,Wednesday,22.38,29.2,No,395,46,Low
Red_R1,Al Aziziyah,Qasr Al Hokm,10,Saturday,15.68,18.4,No,433,51.1,Medium
Green_R2,Qasr Al Hokm,Olaya Street,3,Tuesday,18.94,19.4,No,430,58.7,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Al Murabba,23,Tuesday,17.91,19.3,No,256,55.6,Low
Yellow_R4,Al Hayer,King Fahad Road,12,Friday,22.1,22.4,No,592,59.1,Medium
Green_R2,Olaya Street,Al Hayer,19,Saturday,11.83,19.2,No,407,36.9,Medium
Blue_R3,Olaya Street,Imam Muhammad Bin Saud University,17,Sunday,7.83,8.9,Yes,665,52.7,Medium
Red_R1,Qasr Al Hokm,Prince Mohammed Bin Abdulaziz Street,0,Saturday,7.8,20.5,No,417,22.8,Low
Red_R1,Al Yarmouk,Al Suwaidi,8,Wednesday,13.33,34.2,Yes,512,23.4,Medium
Yellow_R4,King Fahad Road,Al Aziziyah,4,Wednesday,7.16,17.8,No,344,24.2,Low
Yellow_R4,Al Aziziyah,King Abdullah Financial District,10,Wednesday,23.94,46.2,No,538,31.1,Medium
Green_R2,Al Murabba,Imam Muhammad Bin Saud University,10,Friday,17.58,23.6,No,380,44.7,Low
Red_R1,King Khalid International Airport,Al Batha,2,Wednesday,18.23,20.6,No,449,53.2,Low
Yellow_R4,Imam Muhammad Bin Saud University,Al Aziziyah,3,Monday,22.47,32.6,No,529,41.4,Low
Green_R2,Al Batha,Imam Muhammad Bin Saud University,18,Wednesday,8.38,9.1,Yes,734,55.2,Medium
Red_R1,Imam Muhammad Bin Saud University,Prince Mohammed Bin Abdulaziz Street,8,Monday,2.92,4.9,Yes,613,35.9,Medium
Yellow_R4,Al Aziziyah,Salah Al Din,1,Saturday,23.8,47.6,No,424,30,Low
Yellow_R4,King Khalid International Airport,King Fahad Road,23,Wednesday,16.88,18.5,No,549,54.8,Medium
Red_R1,King Khalid International Airport,Imam Muhammad Bin Saud University,9,Wednesday,19.85,26.3,Yes,577,45.2,Medium
Blue_R3,Al Suwaidi,King Fahad Road,13,Saturday,10.85,12.7,No,232,51.3,Low
Yellow_R4,Al Malaz,King Khalid International Airport,1,Tuesday,5.69,5.8,No,296,59,Low
Red_R1,Al Malaz,King Abdullah Financial District,0,Wednesday,8.32,11.6,No,130,43.2,Low
Green_R2,Qasr Al Hokm,Al Yarmouk,16,Wednesday,3.35,7.7,Yes,487,26,Medium
Red_R1,Imam Muhammad Bin Saud University,Al Malaz,8,Saturday,7.42,8.6,Yes,688,51.7,Medium
Yellow_R4,Al Murabba,Al Hayer,7,Wednesday,4.15,6.6,Yes,517,37.5,Medium
Red_R1,Olaya Street,King Abdullah Financial District,15,Tuesday,22.43,23.9,No,439,56.4,Medium
Blue_R3,Olaya Street,Al Batha,0,Saturday,4.41,4.4,No,324,59.6,Low
Green_R2,Al Yarmouk,Al Malaz,9,Saturday,2.12,3.5,Yes,563,36.3,Medium
Red_R1,Al Aziziyah,King Fahad Road,16,Saturday,16.49,29.7,Yes,676,33.3,Medium
Blue_R3,Al Hayer,Al Malaz,21,Monday,10.05,12.2,No,518,49.4,Medium
Yellow_R4,Qasr Al Hokm,Olaya Street,18,Monday,23.63,59.8,Yes,546,23.7,Medium
Blue_R3,King Fahad Road,Al Aziziyah,12,Friday,13.45,19.4,No,115,41.7,Low
Yellow_R4,King Khalid International Airport,Al Murabba,5,Thursday,8.91,11.4,No,549,46.7,Low
Blue_R3,Qasr Al Hokm,Al Murabba,13,Wednesday,4.62,7.1,No,678,39.1,Medium
Blue_R3,King Khalid International Airport,Qasr Al Hokm,14,Friday,10.19,15.4,No,394,39.6,Low
Yellow_R4,Salah Al Din,Olaya Street,4,Wednesday,2.32,3.7,No,523,37.6,Low
Red_R1,Al Aziziyah,Al Yarmouk,22,Monday,20.87,24.5,No,151,51.2,Low
Blue_R3,Olaya Street,Al Suwaidi,17,Wednesday,12.7,17.9,Yes,613,42.5,Medium
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Al Suwaidi,4,Tuesday,25,32.8,No,387,45.8,Low
Green_R2,Olaya Street,Al Batha,13,Friday,10.15,11.6,No,691,52.5,Medium
Yellow_R4,Al Batha,Qasr Al Hokm,13,Friday,13.38,13.4,No,287,59.8,Low
Red_R1,Al Suwaidi,King Fahad Road,16,Thursday,17.7,48.5,Yes,588,21.9,Medium
Yellow_R4,Al Batha,Al Hayer,7,Monday,7.76,13.7,Yes,593,34.1,Medium
Red_R1,Al Hayer,Imam Muhammad Bin Saud University,11,Saturday,2.66,3.6,No,657,44.7,Medium
Green_R2,King Fahad Road,Qasr Al Hokm,11,Saturday,11.46,12.1,No,680,56.9,Medium
Red_R1,Salah Al Din,Al Murabba,19,Saturday,7.03,8.4,No,399,50.4,Low
Green_R2,Al Malaz,Olaya Street,18,Wednesday,18.58,19.8,Yes,591,56.2,Medium
Red_R1,Al Yarmouk,Imam Muhammad Bin Saud University,19,Saturday,17.62,44.4,No,324,23.8,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Fahad Road,0,Tuesday,11.44,11.9,No,443,57.7,Low
Green_R2,Salah Al Din,Al Hayer,23,Tuesday,3.31,4.1,No,394,48.7,Low
Yellow_R4,Al Malaz,Qasr Al Hokm,23,Wednesday,15.36,23,No,446,40,Medium
Yellow_R4,Al Malaz,Al Suwaidi,10,Tuesday,7.96,8.5,No,496,56.1,Medium
Blue_R3,King Khalid International Airport,Al Malaz,2,Thursday,11.87,13.5,No,558,52.6,Low
Red_R1,Olaya Street,Al Yarmouk,16,Tuesday,16.64,39,Yes,549,25.6,Medium
Green_R2,Al Aziziyah,King Khalid International Airport,15,Monday,16.94,36.7,No,220,27.7,Low
Yellow_R4,Al Hayer,Al Yarmouk,4,Wednesday,2.51,5.3,No,352,28.5,Low
Green_R2,King Khalid International Airport,Qasr Al Hokm,22,Monday,14.34,21.9,No,151,39.3,Low
Green_R2,Salah Al Din,King Khalid International Airport,15,Sunday,17.76,22.1,No,401,48.2,Medium
Red_R1,Al Suwaidi,King Abdullah Financial District,14,Saturday,10.23,11.1,No,602,55.2,Medium
Blue_R3,Salah Al Din,Al Malaz,13,Thursday,8.38,25.1,No,537,20,Medium
Red_R1,Al Malaz,King Abdullah Financial District,13,Monday,21.9,24.8,No,354,52.9,Low
Red_R1,Al Suwaidi,King Fahad Road,5,Thursday,17.21,22.4,No,263,46.1,Low
Blue_R3,King Abdullah Financial District,Imam Muhammad Bin Saud University,8,Saturday,21.79,51.1,Yes,467,25.6,Medium
Yellow_R4,Al Batha,Al Murabba,7,Sunday,10.96,31.9,Yes,576,20.6,Medium
Blue_R3,King Khalid International Airport,King Abdullah Financial District,13,Thursday,22.66,33.1,No,287,41.1,Low
Red_R1,Olaya Street,Salah Al Din,5,Monday,10.89,12.5,No,273,52.1,Low
Red_R1,Al Yarmouk,King Khalid International Airport,23,Wednesday,10.89,23.2,No,350,28.2,Low
Red_R1,King Abdullah Financial District,Imam Muhammad Bin Saud University,5,Friday,18.7,23.7,No,633,47.3,Low
Yellow_R4,King Fahad Road,Al Murabba,2,Sunday,5.11,11.9,No,522,25.7,Low
Yellow_R4,Al Murabba,Qasr Al Hokm,2,Wednesday,10.69,27.8,No,541,23.1,Low
Yellow_R4,Al Yarmouk,Al Suwaidi,0,Monday,2.28,4.3,No,251,31.5,Low
Red_R1,Prince Mohammed Bin Abdulaziz Street,Olaya Street,14,Saturday,4.4,4.7,No,368,55.9,Low
Red_R1,Al Yarmouk,Imam Muhammad Bin Saud University,21,Sunday,15.47,16.2,No,596,57.4,Medium
Red_R1,King Fahad Road,Salah Al Din,6,Monday,6.71,9,No,228,44.7,Low
Green_R2,Prince Mohammed Bin Abdulaziz Street,Al Yarmouk,14,Monday,4.98,14.9,No,414,20.1,Medium
Blue_R3,Al Yarmouk,King Fahad Road,12,Thursday,23.32,41.9,No,511,33.4,Medium
Green_R2,Al Aziziyah,King Abdullah Financial District,14,Monday,9.54,15.9,No,483,36,Medium
Blue_R3,Al Suwaidi,Al Malaz,13,Monday,23.28,66.5,No,661,21,Medium
Red_R1,Al Murabba,Olaya Street,18,Sunday,18.29,33.1,Yes,606,33.2,Medium
Yellow_R4,Al Suwaidi,Imam Muhammad Bin Saud University,8,Sunday,13.62,32,Yes,399,25.5,Low
Green_R2,Al Yarmouk,Imam Muhammad Bin Saud University,19,Friday,6.64,11,No,145,36.3,Low
Blue_R3,King Abdullah Financial District,Al Suwaidi,19,Monday,5.42,16.1,No,272,20.2,Low
Green_R2,King Khalid International Airport,Al Murabba,22,Monday,24.32,25.3,No,429,57.7,Medium
Yellow_R4,King Khalid International Airport,Al Batha,2,Monday,17.49,46,No,399,22.8,Low
Red_R1,Al Aziziyah,Prince Mohammed Bin Abdulaziz Street,7,Tuesday,4.71,5,Yes,756,56.6,Medium
Red_R1,King Fahad Road,Al Aziziyah,18,Saturday,22.66,35.9,Yes,659,37.9,Medium
Yellow_R4,Qasr Al Hokm,Olaya Street,13,Friday,3.12,6.8,No,256,27.5,Low
Yellow_R4,Al Malaz,Prince Mohammed Bin Abdulaziz Street,20,Tuesday,5.83,9.3,No,366,37.8,Low
Green_R2,Al Malaz,Al Yarmouk,5,Thursday,9.82,15.2,No,686,38.7,Low
Blue_R3,Imam Muhammad Bin Saud University,Olaya Street,18,Wednesday,23.56,58.2,Yes,459,24.3,Medium
Blue_R3,Al Batha,Al Suwaidi,20,Thursday,4.28,4.7,No,637,54.1,Medium
Blue_R3,Qasr Al Hokm,Al Murabba,23,Sunday,6.95,7.8,No,405,53.2,Medium
Yellow_R4,King Fahad Road,Al Yarmouk,0,Wednesday,23.25,30.7,No,499,45.4,Low
Yellow_R4,Imam Muhammad Bin Saud University,Al Aziziyah,13,Saturday,2.84,3.3,No,516,52,Medium
Red_R1,King Khalid International Airport,Qasr Al Hokm,17,Sunday,5.17,10.7,Yes,360,28.9,Low
Red_R1,Al Batha,Al Yarmouk,5,Thursday,17.21,23.3,No,478,44.3,Low
Red_R1,King Khalid International Airport,Olaya Street,2,Tuesday,4.49,5.8,No,145,46.2,Low
Blue_R3,Al Yarmouk,Al Aziziyah,7,Thursday,12.57,23.9,Yes,756,31.5,Medium
Red_R1,King Fahad Road,Imam Muhammad Bin Saud University,17,Thursday,10.15,28.7,Yes,605,21.2,Medium
Red_R1,Al Batha,Olaya Street,5,Monday,13.52,23,No,420,35.3,Low
Blue_R3,Olaya Street,King Fahad Road,6,Monday,14.41,24.6,No,316,35.2,Low
Red_R1,King Khalid International Airport,King Fahad Road,11,Sunday,8.35,18.4,No,76,27.2,Low
Red_R1,King Khalid International Airport,Al Aziziyah,11,Friday,14.8,16.5,No,451,53.7,Medium
Blue_R3,Imam Muhammad Bin Saud University,Al Yarmouk,1,Sunday,23.37,37.1,No,577,37.8,Low
Green_R2,Imam Muhammad Bin Saud University,King Fahad Road,10,Saturday,24.62,46.3,No,502,31.9,Medium
Red_R1,Olaya Street,Al Yarmouk,12,Thursday,10.7,14.2,No,207,45.1,Low
Blue_R3,Al Hayer,Al Aziziyah,6,Thursday,9.01,12.1,No,490,44.7,Medium
Green_R2,Al Suwaidi,Al Aziziyah,7,Monday,4.9,10.7,Yes,879,27.6,High
Green_R2,King Fahad Road,Al Yarmouk,7,Wednesday,8.66,9.3,Yes,872,55.6,High
Green_R2,Al Batha,Prince Mohammed Bin Abdulaziz Street,4,Sunday,4.54,8.8,No,428,30.8,Low
Red_R1,Imam Muhammad Bin Saud University,Salah Al Din,23,Friday,24.05,47.2,No,260,30.6,Low
Green_R2,King Abdullah Financial District,Olaya Street,8,Saturday,4.97,10.2,Yes,505,29.3,Medium
Blue_R3,King Abdullah Financial District,Olaya Street,18,Sunday,16.77,26.3,Yes,445,38.2,Medium
Yellow_R4,Al Suwaidi,Imam Muhammad Bin Saud University,19,Wednesday,20.45,23.9,No,421,51.4,Medium
Blue_R3,Al Yarmouk,Al Aziziyah,19,Thursday,2.5,4.2,No,467,35.3,Medium
Green_R2,Qasr Al Hokm,King Khalid International Airport,4,Monday,7.44,11.7,No,439,38.3,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,Olaya Street,2,Wednesday,6.24,10.8,No,299,34.8,Low
Yellow_R4,King Fahad Road,Salah Al Din,11,Tuesday,18.44,26.5,No,404,41.7,Medium
Green_R2,King Abdullah Financial District,Qasr Al Hokm,12,Monday,21.07,40.9,No,445,30.9,Medium
Blue_R3,Salah Al Din,King Abdullah Financial District,18,Monday,6.37,8.1,Yes,794,47.1,Medium
Yellow_R4,Imam Muhammad Bin Saud University,Salah Al Din,3,Thursday,18.39,18.6,No,141,59.4,Low
Green_R2,King Khalid International Airport,Al Malaz,14,Sunday,17.72,18,No,446,59.2,Medium
Green_R2,King Abdullah Financial District,Al Murabba,11,Monday,6.08,11.1,No,209,33,Low
Yellow_R4,King Khalid International Airport,Al Malaz,8,Wednesday,2.51,4.5,Yes,624,33.5,Medium
Blue_R3,King Khalid International Airport,Al Hayer,16,Friday,21.9,60.6,Yes,826,21.7,High
Yellow_R4,King Fahad Road,Al Malaz,3,Monday,23.92,24.2,No,338,59.4,Low
Red_R1,Al Yarmouk,Al Batha,13,Sunday,11.71,12.1,No,206,58,Low
Yellow_R4,Al Suwaidi,Al Aziziyah,7,Sunday,13.67,32.5,Yes,710,25.2,Medium
Red_R1,Al Batha,Salah Al Din,5,Friday,22.05,38.6,No,241,34.3,Low
Blue_R3,Imam Muhammad Bin Saud University,Al Yarmouk,4,Tuesday,6.74,6.8,No,458,59.7,Low
Red_R1,Olaya Street,King Khalid International Airport,22,Sunday,19.32,19.8,No,274,58.5,Low
Red_R1,Imam Muhammad Bin Saud University,Al Suwaidi,7,Saturday,13.57,20.5,Yes,523,39.8,Medium
Blue_R3,Imam Muhammad Bin Saud University,Qasr Al Hokm,10,Sunday,6.02,7.3,No,231,49.3,Low
Blue_R3,Olaya Street,Al Suwaidi,4,Sunday,9.64,13.6,No,325,42.5,Low
Red_R1,King Fahad Road,Olaya Street,21,Saturday,18.71,28.6,No,229,39.3,Low
Red_R1,Al Murabba,Al Yarmouk,14,Wednesday,23.04,24.2,No,412,57.1,Medium
Yellow_R4,Salah Al Din,King Khalid International Airport,8,Wednesday,17.72,51.4,Yes,930,20.7,High
Green_R2,Imam Muhammad Bin Saud University,Al Suwaidi,23,Tuesday,24.88,25,No,494,59.8,Medium
Green_R2,King Khalid International Airport,King Abdullah Financial District,16,Thursday,21.73,57.7,Yes,618,22.6,Medium
Green_R2,Al Hayer,Al Yarmouk,8,Friday,20.42,33.8,Yes,675,36.3,Medium
Blue_R3,Al Hayer,Al Murabba,3,Thursday,9.35,14.6,No,341,38.5,Low
Green_R2,Al Hayer,Qasr Al Hokm,9,Saturday,21.73,60.6,Yes,454,21.5,Medium
Yellow_R4,Al Malaz,Qasr Al Hokm,13,Wednesday,5.47,13.1,No,357,25,Low
Yellow_R4,Al Aziziyah,Al Batha,6,Monday,23.05,25,No,361,55.3,Low
Green_R2,Al Suwaidi,King Khalid International Airport,18,Thursday,2.74,3.3,Yes,779,50.1,Medium
Yellow_R4,Imam Muhammad Bin Saud University,King Abdullah Financial District,11,Saturday,13.37,13.4,No,504,59.7,Medium
Red_R1,King Khalid International Airport,Prince Mohammed Bin Abdulaziz Street,14,Friday,3.01,6.1,No,241,29.4,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,King Fahad Road,1,Thursday,23.19,32.8,No,72,42.4,Low
Blue_R3,Salah Al Din,Al Murabba,11,Friday,3.04,5,No,469,36.3,Medium
Green_R2,Al Aziziyah,Al Hayer,17,Monday,15.78,20.9,Yes,587,45.4,Medium
Blue_R3,Al Hayer,Prince Mohammed Bin Abdulaziz Street,22,Saturday,18.4,21.7,No,206,50.8,Low
Yellow_R4,King Khalid International Airport,Al Malaz,5,Sunday,22.1,26.9,No,499,49.3,Low
Blue_R3,Prince Mohammed Bin Abdulaziz Street,Al Murabba,4,Friday,19.06,19.1,No,473,59.9,Low
Green_R2,Imam Muhammad Bin Saud University,King Fahad Road,6,Saturday,23.88,55.1,No,467,26,Medium
Blue_R3,Al Hayer,Imam Muhammad Bin Saud University,2,Saturday,13.45,18.7,No,540,43.2,Low
Yellow_R4,King Khalid International Airport,Al Batha,5,Monday,19.54,24,No,329,48.8,Low
Green_R2,Al Aziziyah,Imam Muhammad Bin Saud University,0,Saturday,24.93,49.2,No,454,30.4,Low
Red_R1,Al Murabba,King Khalid International Airport,11,Friday,9.2,20.9,No,650,26.4,Medium
Yellow_R4,King Khalid International Airport,Al Aziziyah,9,Wednesday,22.61,31,Yes,626,43.8,Medium
Green_R2,Al Murabba,Prince Mohammed Bin Abdulaziz Street,6,Thursday,7.06,12.6,No,592,33.5,Medium
Blue_R3,Al Yarmouk,King Khalid International Airport,20,Sunday,10.78,11,No,481,58.9,Medium
Red_R1,Al Aziziyah,King Khalid International Airport,5,Monday,11.1,31.6,No,395,21.1,Low
Blue_R3,King Abdullah Financial District,Imam Muhammad Bin Saud University,18,Thursday,7.16,7.4,Yes,604,57.8,Medium
Green_R2,Al Batha,Qasr Al Hokm,0,Thursday,3.74,7.1,No,354,31.5,Low
Yellow_R4,Prince Mohammed Bin Abdulaziz Street,King Khalid International Airport,22,Wednesday,4.03,4.4,No,528,54.4,Medium
Red_R1,King Khalid International Airport,Al Malaz,12,Sunday,17.83,18.2,No,429,58.8,Medium
Blue_R3,Al Yarmouk,Al Aziziyah,10,Saturday,13.73,18.1,No,317,45.5,Low
Red_R1,Al Batha,Imam Muhammad Bin Saud University,13,Monday,21.46,28.1,No,800,45.8,Medium
Green_R2,King Abdullah Financial District,Al Murabba,9,Friday,20.43,23.8,Yes,680,51.5,Medium
Red_R1,Qasr Al Hokm,Al Suwaidi,7,Thursday,6.59,9.1,Yes,434,43.3,Medium
Red_R1,Qasr Al Hokm,Al Suwaidi,2,Thursday,17.58,17.6,No,373,59.9,Low
Green_R2,Olaya Street,Prince Mohammed Bin Abdulaziz Street,6,Thursday,20.9,23.3,No,291,53.8,Low
Green_R2,King Khalid International Airport,Olaya Street,9,Saturday,18.95,20.3,Yes,508,55.9,Medium
Yellow_R4,King Abdullah Financial District,King Khalid International Airport,18,Monday,3.34,3.7,Yes,560,54.1,Medium
Yellow_R4,Al Aziziyah,Qasr Al Hokm,22,Sunday,18.8,23.5,No,227,47.9,Low
Yellow_R4,Qasr Al Hokm,Al Batha,4,Wednesday,24.04,63.8,No,170,22.6,Low
Yellow_R4,Salah Al Din,Qasr Al Hokm,10,Wednesday,19.8,36.7,No,582,32.4,Medium
Blue_R3,Prince Mohammed Bin Abdulaziz Street,King Abdullah Financial District,21,Friday,18.28,26.5,No,261,41.4,Low
Yellow_R4,Al Aziziyah,Al Yarmouk,1,Wednesday,19.88,27.6,No,549,43.2,Low
Yellow_R4,Al Aziziyah,King Khalid International Airport,12,Tuesday,15.55,45.5,No,263,20.5,Low
Green_R2,Al Hayer,Al Murabba,22,Tuesday,22.74,32.6,No,461,41.8,Medium
Red_R1,Qasr Al Hokm,Salah Al Din,10,Monday,11.56,18.3,No,50,38,Low
Yellow_R4,King Khalid International Airport,King Fahad Road,8,Wednesday,22.59,26.3,Yes,642,51.5,Medium
Red_R1,Al Malaz,Al Yarmouk,13,Friday,24.91,34.1,No,256,43.8,Low
Green_R2,Al Aziziyah,Olaya Street,21,Sunday,20.08,23.7,No,211,50.8,Low
Green_R2,Al Aziziyah,Olaya Street,13,Sunday,18.65,28,No,180,40,Low
Red_R1,Salah Al Din,Al Aziziyah,19,Tuesday,15.12,18.7,No,290,48.5,Low
Blue_R3,Al Hayer,King Abdullah Financial District,13,Tuesday,5.38,10.2,No,533,31.7,Medium
Green_R2,Olaya Street,Al Suwaidi,3,Wednesday,13.67,24.3,No,305,33.7,Low
Blue_R3,King Fahad Road,Al Yarmouk,9,Sunday,13.72,23.7,Yes,614,34.7,Medium
Green_R2,Al Malaz,King Khalid International Airport,14,Wednesday,14.3,23.3,No,478,36.9,Medium
